"id" "switch" "arsenic" "dist" "assoc" "educ"
"1523" 0 0.48 12.4969997406006 1 9
"1524" 1 0.13 11.128999710083 0 8
"1525" 0 0.06 1.70899999141693 1 8
"1526" 0 0.05 31.7509994506836 1 4
"1527" 1 0.58 38.2179985046387 0 8
"1528" 0 0.58 50.5299987792969 0 4
"1529" 0 0.47 3.09599995613098 0 4
"1530" 1 0.05 6.05700016021729 1 7
"1531" 0 0.05 20.4640007019043 1 9
"1532" 0 0.05 4.52099990844727 1 5
"1533" 0 0.05 10.375 1 4
"1534" 1 0.05 11.9440002441406 1 3
"1535" 0 0.05 2.40899991989136 1 5
"1536" 0 0.05 4.09100008010864 1 7
"1537" 0 0.05 6.08699989318848 1 8
"1538" 0 0.05 13.5780000686646 1 8
"1539" 0 0.05 9.92000007629395 1 7
"1540" 0 0.05 12.9010000228882 1 5
"1541" 0 0.05 10.1759996414185 1 2
"1542" 1 0.05 14.8190002441406 1 6
"1543" 0 0.05 9.57999992370605 0 8
"1544" 0 0.05 11.3149995803833 0 6
"1545" 0 0.05 10.9180002212524 1 7
"1546" 1 0.05 1.69799995422363 1 8
"1547" 0 0.05 5.06500005722046 1 8
"1548" 1 0.05 13.5970001220703 1 6
"1549" 0 0.05 10.3199996948242 1 9
"1550" 0 0.05 10.1219997406006 1 5
"1551" 0 0.05 5.79099988937378 0 4
"1552" 1 0.05 10.7910003662109 0 8
"1553" 0 0.05 6.61600017547607 0 8
"1554" 0 0.05 23.0090007781982 1 6
"1555" 1 0.05 7.34499979019165 1 7
"1556" 1 2.95 24.0249996185303 1 0
"1557" 1 2.71 81.9830017089844 0 3
"1558" 0 0.96 71.0810012817383 1 8
"1559" 1 2.34 83.4349975585938 0 8
"1560" 1 2.37 84.3030014038086 0 7
"1561" 1 1.3 70.1370010375977 1 1
"1562" 1 1.34 8.51399993896484 0 12
"1563" 1 3.16 122.855003356934 0 3
"1564" 0 1.4 23.0699996948242 1 5
"1565" 0 0.05 2.99799990653992 1 4
"1566" 0 0.05 8.5310001373291 1 0
"1567" 0 0.05 3.65899991989136 1 0
"1568" 0 0.09 6.22599983215332 1 0
"1569" 0 0.23 8.61600017547607 1 7
"1570" 0 0.05 14.8129997253418 1 0
"1571" 0 0.05 11.8929996490479 1 0
"1572" 0 0.05 3.97199988365173 1 12
"1573" 0 0.05 7.98299980163574 1 5
"1574" 0 0.05 10.0869998931885 1 12
"1575" 1 0.05 5.69999980926514 0 12
"1576" 1 0.05 11.8979997634888 1 0
"1577" 0 0.32 27.576000213623 1 0
"1578" 1 3.18 114.658996582031 0 8
"1579" 0 2.95 126.319000244141 0 0
"1580" 0 3.27 136.210006713867 1 0
"1581" 0 1.93 155.419998168945 0 5
"1582" 1 2.7 173.787002563477 0 0
"1583" 0 2.86 178.755996704102 1 5
"1584" 0 2.28 58.6479988098145 1 8
"1585" 1 2.07 13.875 1 5
"1586" 1 3.5 25.882999420166 1 5
"1587" 1 4.54 30.6809997558594 0 5
"1588" 1 3.92 36.0629997253418 1 8
"1589" 1 1.65 28.1840000152588 1 7
"1590" 1 2.07 47.8310012817383 1 0
"1591" 1 2.97 25.7999992370605 0 12
"1592" 1 2.95 16.3120002746582 1 12
"1593" 1 3.91 49.1479988098145 1 9
"1594" 1 3.29 48.2099990844727 1 4
"1595" 1 2.61 35.5029983520508 0 0
"1596" 1 2.63 38.4119987487793 0 3
"1597" 1 1.54 66.302001953125 1 5
"1598" 1 2.61 54.6839981079102 1 5
"1599" 1 0.9 18.0189990997314 1 8
"1600" 1 2.44 44.1539993286133 1 2
"1601" 1 2.72 47.4140014648438 1 6
"1602" 1 3.86 33.4249992370605 0 4
"1603" 1 1.26 55.5769996643066 1 12
"1604" 1 3.98 33.1160011291504 1 8
"1605" 0 0.05 56.773998260498 1 8
"1606" 1 2.22 11.4490003585815 1 6
"1607" 0 2.28 28.7390003204346 1 7
"1608" 1 2.11 45.3370018005371 1 7
"1609" 1 1.02 8.32499980926514 1 12
"1610" 1 1.62 23.2350006103516 1 12
"1611" 1 1.08 27.1000003814697 1 12
"1612" 1 1.78 23.8339996337891 1 12
"1613" 1 0.6 25.6690006256104 1 12
"1614" 1 0.63 14.1660003662109 1 8
"1615" 1 0.09 28.1879997253418 1 12
"1616" 1 2.1 28.4799995422363 1 12
"1617" 1 2.06 16.9650001525879 1 8
"1618" 1 6.64 32.2210006713867 0 12
"1619" 1 2.98 25.613000869751 1 0
"1620" 1 2.12 35.8899993896484 0 14
"1621" 1 1.71 13.298999786377 0 8
"1622" 1 2.44 25.6599998474121 1 8
"1623" 1 2.59 29.0219993591309 0 6
"1624" 1 1.74 17.1389999389648 1 4
"1625" 0 0.29 19.068000793457 1 5
"1626" 0 1.92 31.6299991607666 1 5
"1627" 0 0.32 32.0120010375977 1 5
"1628" 1 1.92 23.9449996948242 0 5
"1629" 1 0.83 55.8320007324219 1 5
"1630" 1 1.76 50.4500007629395 1 5
"1631" 1 1.84 57.4360008239746 1 4
"1632" 1 2.14 89.2669982910156 1 0
"1633" 1 2.48 122.83699798584 1 0
"1634" 0 1.7 144.634994506836 1 5
"1635" 1 3.33 166.294006347656 0 0
"1636" 0 1.78 157.240005493164 0 5
"1637" 1 2.15 151.139007568359 1 0
"1638" 1 1.36 157.932998657227 1 9
"1639" 1 1.95 165.998001098633 1 8
"1640" 1 4.42 188.102005004883 1 5
"1641" 1 2.91 174.052993774414 0 4
"1642" 1 1.39 174.514999389648 1 10
"1643" 1 0.62 65.6999969482422 0 12
"1644" 1 1.63 61.125 0 12
"1645" 0 0.86 25.2469997406006 0 12
"1646" 0 0.92 2.23900008201599 0 10
"1647" 0 0.19 6.45699977874756 1 5
"1648" 0 0.46 12.576000213623 1 6
"1649" 0 0.17 23.4559993743896 1 0
"1650" 0 0.51 25.5380001068115 1 8
"1651" 0 0.38 23.818000793457 0 4
"1652" 1 0.28 15.1049995422363 0 6
"1653" 0 1.96 9.40200042724609 1 12
"1654" 0 0.48 5.13800001144409 1 14
"1655" 0 0.39 18.056999206543 0 5
"1656" 0 0.91 27.1940002441406 1 12
"1657" 1 0.09 14.3610000610352 0 5
"1658" 0 0.05 2.64400005340576 1 12
"1659" 1 0.6 25.9039993286133 1 12
"1660" 1 0.73 18.0149993896484 1 10
"1661" 1 0.63 9.06099987030029 1 4
"1662" 0 3.47 30.5100002288818 0 12
"1663" 1 1.19 51.273998260498 1 3
"1664" 1 1.31 35.8919982910156 1 6
"1665" 1 0.9 42.5499992370605 1 5
"1666" 1 2.39 30.1159992218018 0 12
"1667" 1 2.31 27.8600006103516 0 12
"1668" 1 1.21 45.5139999389648 1 10
"1669" 1 1.06 42.5359992980957 0 4
"1670" 1 2.17 48.6040000915527 0 8
"1671" 1 1.82 43.7319984436035 0 12
"1672" 1 1.51 31.0890007019043 1 8
"1673" 1 1.6 35.3429985046387 0 9
"1674" 1 0.85 32.101001739502 0 8
"1675" 1 1.44 30.4449996948242 0 4
"1676" 1 1.64 43.0769996643066 1 10
"1677" 1 0.71 15.4720001220703 0 12
"1678" 0 0.05 18.2740001678467 1 4
"1679" 1 0.68 28.367000579834 0 8
"1680" 0 0.05 9.12600040435791 1 8
"1681" 0 0.05 20.2110004425049 0 12
"1682" 0 0.05 5.66099977493286 0 12
"1683" 0 0.49 35.1160011291504 0 5
"1684" 0 0.36 14.0729999542236 0 8
"1685" 0 0.19 11.0349998474121 1 6
"1686" 0 0.42 21.5179996490479 0 4
"1687" 1 0.29 9.23799991607666 0 5
"1688" 0 0.35 13.3950004577637 0 6
"1689" 1 2.66 20.2490005493164 0 4
"1690" 0 0.15 29.4060001373291 0 5
"1691" 0 0.23 33.4609985351562 0 6
"1692" 1 1.68 28.742000579834 1 5
"1693" 0 0.13 35.3600006103516 1 7
"1694" 1 1.64 23.1310005187988 1 9
"1695" 1 0.71 15.0050001144409 0 7
"1696" 1 1.31 45.064998626709 1 0
"1697" 1 1.15 51.625 0 2
"1698" 1 0.13 38.2599983215332 1 6
"1699" 1 1.03 8.55300045013428 1 8
"1700" 1 2.25 8.71700000762939 1 8
"1701" 1 1.42 4.64699983596802 0 5
"1702" 0 0.05 16.2700004577637 0 8
"1703" 0 0.62 20.0639991760254 1 4
"1704" 0 0.05 3.36899995803833 0 5
"1705" 0 0.05 7.6269998550415 0 0
"1706" 1 3.04 18.2169990539551 0 5
"1707" 1 1.39 32.4039993286133 0 5
"1708" 0 0.52 48.390998840332 0 5
"1709" 0 0.05 17.7770004272461 0 7
"1710" 0 0.06 6.76599979400635 0 4
"1711" 0 0.39 7.36999988555908 0 0
"1712" 0 0.3 5.4539999961853 0 0
"1713" 0 0.22 37.3689994812012 1 5
"1714" 0 1.07 23.6480007171631 0 5
"1715" 0 0.11 22.7369995117188 0 10
"1716" 0 0.09 16.9950008392334 0 6
"1717" 0 0.53 44.5839996337891 0 10
"1718" NA 0.16 6.8899998664856 NA NA
"1719" 0 0.36 26.253999710083 0 5
"1720" 0 0.24 38.6269989013672 0 6
"1721" 1 0.16 35.3650016784668 0 6
"1722" 0 0.33 19.7140007019043 0 5
"1723" 0 0.39 5.22100019454956 0 6
"1724" 0 0.47 12.6129999160767 0 5
"1725" 0 0.17 9.72200012207031 1 8
"1726" 0 0.37 10.0380001068115 1 12
"1727" 1 0.87 21.9610004425049 1 5
"1728" 0 1.22 21.9610004425049 1 5
"1729" 0 0.91 14.0030002593994 1 5
"1730" 0 0.65 34.4939994812012 1 12
"1731" 0 2.19 67.2399978637695 1 15
"1732" 0 2.45 70.5380020141602 1 15
"1733" 1 1.71 91.9830017089844 1 14
"1734" 1 2.89 35.5789985656738 1 5
"1735" 1 2.73 35.5789985656738 1 10
"1736" 0 0.43 35.5789985656738 1 10
"1737" 1 1.55 4.41400003433228 1 0
"1738" 1 1.28 71.4079971313477 0 3
"1739" 1 1.34 75.2330017089844 1 8
"1740" 1 2.01 95.1809997558594 0 9
"1741" 1 0.59 84.786003112793 0 12
"1742" 0 2.29 102.113998413086 0 6
"1743" 0 2.59 114.486999511719 1 5
"1744" 1 3.34 113.726997375488 0 16
"1745" 1 3.5 111.03800201416 0 16
"1746" 1 2.76 123.794998168945 0 8
"1747" 1 3.33 136.574005126953 0 5
"1748" 1 2.51 113.424003601074 1 6
"1749" 1 2.42 143.070999145508 0 0
"1750" 0 3.51 152.518997192383 0 5
"1751" 1 3.19 142.869003295898 0 6
"1752" 1 2.58 134.600006103516 0 8
"1753" 1 2.18 126.942001342773 1 5
"1754" 1 4.51 118.81600189209 0 0
"1755" 1 3.29 110.699996948242 0 5
"1756" 0 2.91 105.000999450684 0 0
"1757" 1 3.31 89.1900024414062 0 5
"1758" 1 5.14 70.3089981079102 0 5
"1759" 0 2.98 79.6750030517578 1 8
"1760" 1 1.07 132.945999145508 1 6
"1761" 0 2.63 125.524002075195 0 5
"1762" 0 1.29 115.388999938965 0 5
"1763" 1 3.38 99.0210037231445 1 6
"1764" 1 0.83 117.01000213623 1 5
"1765" 1 2.56 75.6060028076172 1 5
"1766" 0 0.56 69.7829971313477 0 9
"1767" 0 1.59 52.181999206543 0 5
"1768" 0 2.87 134.098999023438 1 9
"1769" 0 1.11 95.4670028686523 1 8
"1770" 0 1.09 64.9980010986328 0 8
"1771" 0 2.89 43.5979995727539 1 5
"1772" 0 0.67 33.7089996337891 1 4
"1773" 1 0.54 52.7770004272461 0 0
"1774" 0 1.08 20.0090007781982 1 0
"1775" 0 0.32 29.492000579834 1 2
"1776" 0 0.25 28.5219993591309 1 0
"1777" 0 1.71 22.6200008392334 1 5
"1778" 0 2.83 106.488998413086 0 0
"1779" 1 2.59 137.815994262695 0 5
"1780" 1 2.2 155.507995605469 0 12
"1781" 1 2.04 152.160995483398 0 12
"1782" 0 1.78 202.134002685547 0 0
"1783" 0 1.94 170.427993774414 0 4
"1784" 0 1.36 120.763999938965 1 5
"1785" 1 3.25 131.179000854492 0 4
"1786" 0 1.38 72.359001159668 0 4
"1787" 1 1.51 50.5830001831055 1 4
"1788" 0 0.84 75.3690032958984 0 8
"1789" 0 0.98 79.3600006103516 0 5
"1790" 0 0.9 93.5859985351562 1 5
"1791" 0 1.32 80.1839981079102 1 6
"1792" 0 1.59 82.6709976196289 1 5
"1793" 0 3.07 70.7779998779297 0 10
"1794" 0 0.85 34.5099983215332 0 10
"1795" 0 1.29 56.734001159668 1 5
"1796" 0 2.53 49.6209983825684 0 5
"1797" 1 0.87 72.4739990234375 0 0
"1798" 0 1.53 73.9049987792969 1 0
"1799" 1 1.84 75.6330032348633 0 0
"1800" 0 1.75 68.7809982299805 1 0
"1801" 0 1.11 52.9290008544922 1 5
"1802" 1 2.6 134.776992797852 0 0
"1803" 1 3.27 134.875 1 0
"1804" 0 2.43 150.192993164062 1 2
"1805" 0 1.57 138.024002075195 0 5
"1806" 0 2.22 119.65299987793 1 5
"1807" 0 2.95 112.577003479004 1 0
"1808" 0 1.59 17.4179992675781 0 0
"1809" 0 2.54 28.7129993438721 1 5
"1810" 0 1.06 38.2239990234375 1 5
"1811" 1 0.79 39.6759986877441 0 0
"1812" 1 2.41 13.2659997940063 1 0
"1813" 0 1.23 19.0909996032715 1 0
"1814" 0 1.79 19.7439994812012 1 0
"1815" 0 2.56 77.4390029907227 1 4
"1816" 0 0.5 33.189998626709 1 5
"1817" 1 1.28 38.3819999694824 1 0
"1818" 1 2.6 132.369995117188 1 0
"1819" 0 3.01 67.0739974975586 1 0
"1820" 0 2.88 38.8520011901855 1 5
"1821" 1 3.04 38.6790008544922 0 0
"1822" 0 2.7 16.7810001373291 0 5
"1823" 0 3.66 28.7630004882812 1 0
"1824" 0 0.93 14.2430000305176 1 6
"1825" 0 0.36 12.3839998245239 1 6
"1826" 0 1.17 32.9560012817383 1 5
"1827" 0 4.46 38.9539985656738 1 5
"1828" 0 2.11 67.3840026855469 1 5
"1829" 0 3.17 82.802001953125 1 0
"1830" 0 3.65 104.232002258301 1 5
"1831" 0 1.8 54.1529998779297 1 5
"1832" 1 6.72 42.1220016479492 0 5
"1833" 0 5.6 53.2130012512207 1 0
"1834" 0 0.43 33.9360008239746 1 5
"1835" 0 0.05 10.1619997024536 1 5
"1836" 0 0.42 9.13399982452393 1 5
"1837" 0 4.18 31.6650009155273 1 5
"1838" 1 4.78 45.9440002441406 0 5
"1839" 1 4.07 37.3860015869141 0 5
"1840" 1 4.74 14.6269998550415 0 5
"1841" 1 4.81 27.6009998321533 0 10
"1842" 1 6.05 9.08699989318848 0 5
"1843" 1 4.65 35.8839988708496 1 10
"1844" 1 1.53 52.1920013427734 0 5
"1845" 1 2.7 31.621000289917 0 5
"1846" 1 3.89 82.3820037841797 1 0
"1847" 0 3.44 97.4029998779297 0 5
"1848" 0 2.74 124.050003051758 1 0
"1849" 0 3.21 126.800003051758 1 5
"1850" 1 3.17 117.899002075195 1 5
"1851" 0 1.29 115.013000488281 1 5
"1852" 0 5.81 9.37199974060059 1 0
"1853" 1 6.77 6.12099981307983 1 0
"1854" 1 4.83 50.5970001220703 1 5
"1855" 1 4.48 17.3320007324219 1 5
"1856" 1 4.2 32.4249992370605 1 0
"1857" 1 2.68 59.2949981689453 1 0
"1858" 1 1.93 62.1949996948242 1 5
"1859" 1 0.83 108.349998474121 1 5
"1860" 1 3.86 67.1169967651367 1 0
"1861" 1 4.39 66.4980010986328 1 5
"1862" 1 3.57 52.7919998168945 1 5
"1863" 0 3.32 72.0979995727539 1 5
"1864" 1 3.07 92.9889984130859 1 5
"1865" 1 4.07 72.3779983520508 1 5
"1866" 1 3.63 111.593002319336 1 10
"1867" 1 3.39 112.91300201416 1 5
"1868" 1 2.61 84.7040023803711 0 5
"1869" 1 1.29 67.7880020141602 1 5
"1870" 1 1.97 96.7969970703125 1 5
"1871" 0 0.18 101.61499786377 1 12
"1872" 1 3.31 81.5149993896484 1 12
"1873" 1 3.68 94.6389999389648 1 12
"1874" 1 4.05 96.4820022583008 0 10
"1875" 0 3.23 75.1129989624023 1 0
"1876" 1 4.64 57.2120018005371 0 5
"1877" 1 4.51 50.2560005187988 0 5
"1878" 0 0.42 58.3699989318848 1 0
"1879" 1 1.32 33.4650001525879 0 5
"1880" 0 0.21 14.3219995498657 1 5
"1881" 0 1.32 31.1000003814697 0 12
"1882" 0 0.16 18.6609992980957 1 5
"1883" 0 0.5 17.5629997253418 0 10
"1884" 1 0.71 18.0370006561279 0 10
"1885" 0 0.22 23.0349998474121 1 5
"1886" 0 0.05 24.4780006408691 1 5
"1887" 0 0.28 19.9899997711182 1 5
"1888" 1 1.18 12.0220003128052 1 10
"1889" 0 0.33 16.3999996185303 1 5
"1890" 0 0.24 7.75299978256226 1 5
"1891" 0 0.27 35.0089988708496 0 0
"1892" 0 0.58 22.8649997711182 1 5
"1893" 1 1.44 38.3899993896484 1 0
"1894" 1 0.56 19.2600002288818 0 5
"1895" 1 0.99 21.3729991912842 1 0
"1896" 1 1.44 10.621000289917 0 0
"1897" 0 1.48 7.85799980163574 1 5
"1898" 0 1.46 35.1640014648438 1 0
"1899" 1 1.62 63.0060005187988 1 5
"1900" 0 2.2 72.1149978637695 0 5
"1901" 0 1.72 72.2249984741211 1 0
"1902" 1 1.48 56.3959999084473 0 0
"1903" 0 1.32 74.6600036621094 1 5
"1904" 0 1 58.3969993591309 1 5
"1905" 1 0.74 50.818000793457 1 5
"1906" 1 1.07 41.390998840332 0 5
"1907" 1 1.1 39.5460014343262 1 0
"1908" 1 0.61 30.5820007324219 1 5
"1909" 1 0.93 25.7280006408691 1 0
"1910" 0 0.38 20.056999206543 0 5
"1911" 0 0.4 17.113000869751 1 0
"1912" 1 1.3 26.6049995422363 1 5
"1913" 1 0.7 16.5790004730225 1 5
"1914" 0 1.27 19.0540008544922 1 0
"1915" 0 0.46 28.5919990539551 1 0
"1916" 1 0.64 10.581000328064 1 5
"1917" 0 0.5 5.67199993133545 1 0
"1918" 0 0.64 19.5779991149902 0 5
"1919" 1 0.18 12.2950000762939 0 12
"1920" 1 0.73 10.9390001296997 0 12
"1921" 1 0.62 15.8620004653931 0 0
"1922" 0 0.54 9.42300033569336 1 5
"1923" 0 0.05 14.0679998397827 1 15
"1924" 1 0.07 7.41800022125244 1 5
"1925" 0 0.05 10.0500001907349 1 6
"1926" 0 0.48 1.01400005817413 1 5
"1927" 1 0.61 18.9370002746582 1 5
"1928" 0 0.05 17.2910003662109 1 5
"1929" 1 0.86 23.8020000457764 1 5
"1930" 0 0.38 34.798999786377 0 5
"1931" 0 0.18 32.8880004882812 1 5
"1932" 1 0.05 21.5020008087158 1 0
"1933" 0 0.12 26.9340000152588 1 0
"1934" 0 0.25 16.1879997253418 1 0
"1935" 0 1.05 15.710000038147 1 8
"1936" 1 1.23 32.9980010986328 1 10
"1937" 0 0.34 4.5939998626709 0 0
"1938" 1 0.05 27.3729991912842 0 5
"1939" 0 0.67 32.1990013122559 0 12
"1940" 1 0.66 102.055999755859 1 4
"1941" 0 0.42 36.173999786377 1 5
"1942" 0 0.57 12.8500003814697 1 5
"1943" 0 0.41 2.24600005149841 0 12
"1944" 0 0.55 21.9020004272461 1 5
"1945" 1 2.34 41.3339996337891 0 0
"1946" 1 1.31 42.310001373291 1 5
"1947" 1 0.87 39.5110015869141 0 9
"1948" 1 0.71 16.632999420166 0 0
"1949" 1 0.66 24.9489994049072 0 0
"1950" 1 0.49 20.8460006713867 0 10
"1951" 0 1.47 42.0900001525879 0 0
"1952" 0 0.88 48.9269981384277 0 0
"1953" 0 0.49 13.1949996948242 0 10
"1954" 1 0.86 14.5220003128052 0 10
"1955" 0 0.24 1.24600005149841 1 5
"1956" 1 0.82 49.6450004577637 1 12
"1957" 0 0.69 56.8219985961914 1 5
"1958" 0 0.61 15.6009998321533 0 8
"1959" 0 0.16 16.6760005950928 1 4
"1960" 0 1.01 43.0270004272461 1 0
"1961" 1 1.5 43.507999420166 1 5
"1962" 0 0.34 47.2589988708496 1 5
"1963" 1 1.19 78.7210006713867 1 5
"1964" 1 1.56 52.734001159668 1 5
"1965" 1 1.39 48.5579986572266 0 5
"1966" 1 0.64 21.8920001983643 1 10
"1967" 1 0.54 21.2840003967285 1 3
"1968" 0 0.09 22.2189998626709 0 0
"1969" 0 0.31 34.9129981994629 0 2
"1970" 1 0.79 23.7630004882812 1 0
"1971" 1 0.6 24.0659999847412 1 0
"1972" 1 0.89 38.3839988708496 1 0
"1973" 1 0.82 26.4260005950928 1 10
"1974" 0 1.15 52.8030014038086 1 7
"1975" 1 1.19 56.6240005493164 0 5
"1976" 1 0.93 35.0750007629395 0 5
"1977" 1 1.1 29.5779991149902 1 5
"1978" 0 1.47 21.3400001525879 1 0
"1979" 1 1.58 21.0090007781982 1 14
"1980" 1 2.04 7.93800020217896 1 0
"1981" 0 0.23 13.7600002288818 1 8
"1982" 0 0.05 17.9589996337891 1 10
"1983" 0 0.54 35.1609992980957 0 0
"1984" NA 0.05 11.5860004425049 NA NA
"1985" 0 0.05 11.1700000762939 1 5
"1986" 0 0.05 16.6410007476807 1 11
"1987" 0 0.05 33.6399993896484 0 10
"1988" 0 0.05 33.8240013122559 1 6
"1989" 0 0.05 25.1280002593994 0 0
"1990" 0 0.05 38.4990005493164 0 0
"1991" 0 0.26 46.0509986877441 1 0
"1992" 0 0.17 27.5820007324219 1 0
"1993" 0 0.05 11.2910003662109 1 10
"1994" 0 0.05 23.5729999542236 1 0
"1995" 0 0.05 26.6870002746582 1 0
"1996" 0 0.05 19.4589996337891 0 0
"1997" 0 0.05 24.4669990539551 0 0
"1998" 0 0.09 10.0340003967285 1 5
"1999" 0 0.22 27.382999420166 1 5
"2000" NA 0.05 26.4479999542236 NA NA
"2001" 0 0.12 30.5779991149902 0 5
"2002" 1 0.72 10.0609998703003 1 0
"2003" 1 0.69 46.2560005187988 1 5
"2004" 0 1.41 48.6049995422363 1 0
"2005" 0 0.85 24.3780002593994 1 8
"2006" 0 1.32 27.5919990539551 1 9
"2007" 0 1.89 43.5309982299805 1 0
"2008" 0 1.51 91.6449966430664 1 0
"2009" 1 1.86 92.8679962158203 1 5
"2010" 1 6.76 70.9010009765625 0 9
"2011" 1 3.19 67.4960021972656 1 10
"2012" 0 0.23 55.7480010986328 0 5
"2013" 0 0.63 40.3190002441406 1 5
"2014" 1 6.32 27.4069995880127 0 0
"2015" 1 2.4 57.1590003967285 0 11
"2016" 1 4.14 17.3810005187988 0 5
"2017" 1 0.88 19.6189994812012 1 8
"2018" 0 0.05 20.4090003967285 1 5
"2019" 0 0.41 41.0709991455078 1 0
"2020" 0 0.11 18.1989994049072 1 0
"2021" 0 0.19 6.02099990844727 1 8
"2022" 1 0.57 20.3330001831055 1 8
"2023" 0 0.44 16.3349990844727 1 8
"2024" 0 0.54 11.3009996414185 0 5
"2025" NA 0.13 17.07200050354 NA NA
"2026" 0 0.1 21.5930004119873 0 5
"2027" 0 0.19 26.6389999389648 1 5
"2028" 0 0.08 26.9740009307861 1 10
"2029" 0 0.43 9.49199962615967 0 5
"2030" 1 0.8 41.515998840332 0 5
"2031" 1 0.14 39.4650001525879 0 11
"2032" 0 0.05 32.3419990539551 0 0
"2033" 0 0.26 22.6760005950928 1 10
"2034" 0 0.18 11.9820003509521 1 11
"2035" 0 0.74 13.1169996261597 1 10
"2036" 1 4.2 26.8330001831055 1 5
"2037" 1 2.18 14.7309999465942 0 5
"2038" 1 1.43 23.3729991912842 0 10
"2039" 1 2.69 2.89499998092651 0 11
"2040" 0 0.74 4.5939998626709 0 0
"2041" 0 0.18 47.7449989318848 1 6
"2042" 1 0.63 42.2200012207031 1 0
"2043" 1 0.83 60.3639984130859 0 4
"2044" 1 0.9 45.1980018615723 1 8
"2045" 0 1.12 69.1549987792969 0 5
"2046" 1 1.16 59.6590003967285 0 9
"2047" 0 0.93 57.2879981994629 1 5
"2048" 1 1.22 56.2560005187988 1 10
"2049" 0 0.16 48.9189987182617 1 8
"2050" 0 1.09 16.7800006866455 0 5
"2051" 0 1.67 34.0900001525879 0 0
"2052" 1 1.09 33.1679992675781 1 5
"2053" 1 0.24 42.2980003356934 0 10
"2054" 1 0.97 12.0059995651245 1 7
"2055" 0 1.25 51.5149993896484 0 5
"2056" 0 0.28 36.9790000915527 0 6
"2057" 0 0.05 37.4410018920898 0 5
"2058" 0 0.05 30.806999206543 0 7
"2059" 1 1.66 21.1679992675781 1 0
"2060" 1 1.66 60.2939987182617 0 7
"2061" 0 1.15 27.8110008239746 1 6
"2062" 1 1.15 44.9199981689453 1 0
"2063" 0 1.21 55.1529998779297 0 0
"2064" 1 1.64 66.2570037841797 1 5
"2065" 0 1.74 51.1629981994629 0 0
"2066" 0 1.08 49.5190010070801 1 0
"2067" 0 1.09 19.136999130249 1 4
"2068" 0 2.27 33.9949989318848 1 5
"2069" 0 1.46 34.0670013427734 0 0
"2070" 0 1.35 45.4070014953613 0 0
"2071" 1 3.65 76.3030014038086 1 5
"2072" 1 2 62.314998626709 0 0
"2073" 0 1.18 55.5870018005371 1 0
"2074" 0 0.54 79.697998046875 1 0
"2075" 0 1.01 92.0139999389648 0 6
"2076" 1 1.5 76.6470031738281 1 8
"2077" 1 1.63 78.8679962158203 0 5
"2078" 1 0.76 62.326000213623 0 8
"2079" 0 0.05 40.6749992370605 1 5
"2080" 1 0.67 54.056999206543 1 5
"2081" 1 1.14 16.9979991912842 1 5
"2082" 0 0.22 11.1800003051758 1 0
"2083" 0 0.16 5.88000011444092 0 5
"2084" 0 0.73 3.38000011444092 1 0
"2085" 0 0.18 24.5160007476807 1 5
"2086" 1 1.6 50.7169990539551 1 10
"2087" 1 2.3 22.326000213623 0 11
"2088" NA 1.44 19.1700000762939 NA NA
"2089" 0 0.61 59.9259986877441 1 0
"2090" 1 0.65 162.921005249023 0 5
"2091" 0 0.66 163.680999755859 0 0
"2092" 1 0.33 164.968002319336 0 5
"2093" 0 0.48 25.94700050354 0 5
"2094" 0 0.45 33.6030006408691 1 0
"2095" 0 0.51 33.7449989318848 0 0
"2096" 0 0.65 72.8649978637695 0 5
"2097" 0 3.42 153.356994628906 0 5
"2098" 0 2.82 213.714996337891 1 5
"2099" 0 1.32 98.9899978637695 0 0
"2100" 0 1.89 93.1709976196289 1 0
"2101" 0 1.37 85.3889999389648 0 0
"2102" 0 1.38 70.6480026245117 0 5
"2103" 0 2.39 50.5690002441406 0 0
"2104" 0 0.41 28.4290008544922 1 5
"2105" 0 0.82 28.9969997406006 1 0
"2106" 0 0.4 28.9969997406006 0 5
"2107" 0 0.61 84.6849975585938 0 0
"2108" 0 2.97 75.0260009765625 0 0
"2109" 0 1.11 11.2379999160767 0 0
"2110" 0 0.28 33.2369995117188 0 8
"2111" 0 0.11 10.5579996109009 1 9
"2112" 0 1.54 96.4089965820312 0 5
"2113" 0 1.19 103.411003112793 1 0
"2114" 0 2.37 49.2980003356934 1 0
"2115" 0 2.54 40.5740013122559 1 0
"2116" 0 0.05 58.5629997253418 1 5
"2117" 0 0.27 4.48600006103516 0 0
"2118" 0 0.05 29.9890003204346 1 5
"2119" 0 0.64 90.5490036010742 0 5
"2120" 0 1.95 114.900001525879 0 5
"2121" 0 1.85 84.7519989013672 0 5
"2122" 0 1.3 88.2180023193359 0 5
"2123" 1 0.78 42.5690002441406 0 0
"2124" 1 1.88 39.7929992675781 0 0
"2125" 1 1.11 3.39299988746643 0 5
"2126" 0 0.37 9.82100009918213 0 14
"2127" 0 0.05 25.0130004882812 1 10
"2128" 0 0.75 10.3330001831055 1 5
"2129" 1 1.18 15.5959997177124 1 8
"2130" 0 0.05 28.8169994354248 0 5
"2131" 0 0.59 32.4550018310547 1 9
"2132" 1 0.79 23.3799991607666 0 8
"2133" 0 0.35 21.2150001525879 1 10
"2134" 0 0.45 40.023998260498 0 8
"2135" 0 0.05 39.0830001831055 0 5
